# Referentiel d'activite Vigie-Chiro Point Fixe (contacts/nuit)
# Source : Bas Y, Kerbiriou C, Roemer C & Julien JF (2020) Bat reference scale of activity levels (Team-Chiro / MNHN)
# https://croemer3.wixsite.com/teamchiro/reference-scales-of-activity - libre d'usage avec citation obligatoire
# national toutes-saisons = 2020 ; saisons/regions/habitats = 2023 ; genere par build_activity_ref.py
# Classes : Faible <Q25 | Moyenne Q25-Q75 | Forte Q75-Q98 | Tres forte >=Q98
code;referentiel;saison;q25;q75;q98;nbocc;confiance
Myocap;region:Bretagne;printemps;3;16;28;8;Faible
Myodau;region:Bretagne;printemps;2;11;20;16;Faible
Myoema;region:Bretagne;printemps;2;6;18;24;Faible
Myomys;region:Bretagne;printemps;2;13;74;25;Faible
Myonat;region:Bretagne;printemps;3;10;62;27;Faible
noise;region:Bretagne;printemps;934;4059;5326;40;Faible
Nyclei;region:Bretagne;printemps;1;5;94;29;Faible
Nycnoc;region:Bretagne;printemps;1;5;9;16;Faible
Phanan;region:Bretagne;printemps;12;105;238;34;Faible
Phogri;region:Bretagne;printemps;7;54;113;35;Faible
piaf;region:Bretagne;printemps;124;873;1372;36;Faible
Pipkuh;region:Bretagne;printemps;50;354;664;36;Faible
Pipnat;region:Bretagne;printemps;2;30;256;30;Faible
Pippip;region:Bretagne;printemps;64;2260;3813;38;Faible
Pippyg;region:Bretagne;printemps;2;4;69;14;Faible
Plaint;region:Bretagne;printemps;3;13;51;28;Faible
Pleaur;region:Bretagne;printemps;1;6;9;15;Faible
Pleaus;region:Bretagne;printemps;2;31;396;26;Faible
Rhifer;region:Bretagne;printemps;2;10;25;10;Faible
Rusnit;region:Bretagne;printemps;1;8;33;10;Faible
Tadten;region:Bretagne;printemps;2;6;19;17;Faible
Testes;region:Bretagne;printemps;2;12;79;25;Faible
Tetvir;region:Bretagne;printemps;10;51;258;39;Faible
Tyllil;region:Bretagne;printemps;1;2;6;18;Faible
Yerray;region:Bretagne;printemps;5;19;39;24;Faible
Yposp;region:Bretagne;printemps;3;10;50;25;Faible
amph;region:Centre-Val de Loire;printemps;1;4;10;12;Faible
Barbar;region:Centre-Val de Loire;printemps;2;16;160;59;Moderee
Barfis;region:Centre-Val de Loire;printemps;1;3;11;14;Faible
Epheph;region:Centre-Val de Loire;printemps;1;6;22;30;Faible
Eptser;region:Centre-Val de Loire;printemps;5;35;137;80;Moderee
Eupsp;region:Centre-Val de Loire;printemps;1;3;10;29;Faible
gril;region:Centre-Val de Loire;printemps;1;4;10;12;Faible
Hypsav;region:Centre-Val de Loire;printemps;2;5;37;35;Faible
Inssp7;region:Centre-Val de Loire;printemps;1;9;44;10;Faible
Isopyr;region:Centre-Val de Loire;printemps;3;7;21;21;Faible
Leppun;region:Centre-Val de Loire;printemps;2;21;320;85;Moderee
Mimasp;region:Centre-Val de Loire;printemps;1;1;8;16;Faible
Minsch;region:Centre-Val de Loire;printemps;1;19;20;12;Faible
Myobec;region:Centre-Val de Loire;printemps;1;1;2;10;Faible
Myocap;region:Centre-Val de Loire;printemps;2;7;59;15;Faible
Myodau;region:Centre-Val de Loire;printemps;2;28;1713;70;Moderee
Myoema;region:Centre-Val de Loire;printemps;1;4;16;46;Moderee
MyoGT;region:Centre-Val de Loire;printemps;1;13;27;31;Faible
Myomys;region:Centre-Val de Loire;printemps;1;16;161;68;Moderee
Myonat;region:Centre-Val de Loire;printemps;1;4;9;45;Moderee
noise;region:Centre-Val de Loire;printemps;214;1451;6149;112;Bonne
Nyclei;region:Centre-Val de Loire;printemps;4;23;481;79;Moderee
Nycnoc;region:Centre-Val de Loire;printemps;4;23;562;77;Moderee
Phanan;region:Centre-Val de Loire;printemps;3;22;131;84;Moderee
Phofem;region:Centre-Val de Loire;printemps;1;3;8;17;Faible
Phogri;region:Centre-Val de Loire;printemps;1;9;69;80;Moderee
piaf;region:Centre-Val de Loire;printemps;98;527;1179;96;Moderee
Pipkuh;region:Centre-Val de Loire;printemps;13;88;692;99;Moderee
Pipnat;region:Centre-Val de Loire;printemps;2;23;80;70;Moderee
Pippip;region:Centre-Val de Loire;printemps;57;485;2709;106;Bonne
Pippyg;region:Centre-Val de Loire;printemps;1;4;36;35;Faible
Plaint;region:Centre-Val de Loire;printemps;1;4;36;44;Moderee
Pleaur;region:Centre-Val de Loire;printemps;1;3;5;25;Faible
Pleaus;region:Centre-Val de Loire;printemps;2;6;21;48;Moderee
Rhifer;region:Centre-Val de Loire;printemps;1;20;55;22;Faible
Rhihip;region:Centre-Val de Loire;printemps;2;6;3069;41;Moderee
Rusnit;region:Centre-Val de Loire;printemps;1;1;13;18;Faible
Tadten;region:Centre-Val de Loire;printemps;1;5;65;15;Faible
Testes;region:Centre-Val de Loire;printemps;1;3;5;25;Faible
Tetvir;region:Centre-Val de Loire;printemps;4;29;265;99;Moderee
Tyllil;region:Centre-Val de Loire;printemps;1;2;6;18;Faible
Yerray;region:Centre-Val de Loire;printemps;1;5;37;40;Faible
Yposp;region:Centre-Val de Loire;printemps;1;3;13;47;Moderee
amph;region:Corse;printemps;3;11;47;34;Faible
Antsp;region:Corse;printemps;4;35;48;1;Faible
Barbar;region:Corse;printemps;1;5;45;32;Faible
Barfis;region:Corse;printemps;78;1359;3955;53;Moderee
Cyrscu;region:Corse;printemps;127;2684;4344;58;Moderee
Epheph;region:Corse;printemps;1;3;9;12;Faible
Eptser;region:Corse;printemps;2;12;87;50;Moderee
Eupsp;region:Corse;printemps;1;1;6;10;Faible
Hypsav;region:Corse;printemps;1;6;44;18;Faible
Isopyr;region:Corse;printemps;16;52;75;5;Faible
Leppun;region:Corse;printemps;1;7;60;29;Faible
Mimasp;region:Corse;printemps;1;3;9;17;Faible
Minsch;region:Corse;printemps;1;4;58;35;Faible
Myodau;region:Corse;printemps;1;3;16;29;Faible
Myoema;region:Corse;printemps;1;3;15;32;Faible
Myomys;region:Corse;printemps;1;4;15;22;Faible
Myonat;region:Corse;printemps;1;6;18;13;Faible
noise;region:Corse;printemps;78;3785;6695;113;Bonne
Nyclas;region:Corse;printemps;14;33;39;7;Faible
Nyclei;region:Corse;printemps;2;13;43;69;Moderee
Nycnoc;region:Corse;printemps;2;8;17;42;Moderee
Phafal;region:Corse;printemps;1;4;73;20;Faible
Phanan;region:Corse;printemps;6;163;832;65;Moderee
Phogri;region:Corse;printemps;2;12;48;78;Moderee
piaf;region:Corse;printemps;35;509;966;98;Moderee
Pipkuh;region:Corse;printemps;2;29;182;60;Moderee
Pipnat;region:Corse;printemps;1;8;31;32;Faible
Pippip;region:Corse;printemps;3;98;738;92;Moderee
Pippyg;region:Corse;printemps;2;36;294;56;Moderee
Plaalb;region:Corse;printemps;2;58;553;46;Moderee
Plaint;region:Corse;printemps;2;70;615;55;Moderee
Plasab;region:Corse;printemps;1;4;17;20;Faible
Pleaur;region:Corse;printemps;1;3;6;27;Faible
Pleaus;region:Corse;printemps;1;6;19;54;Moderee
Rhifer;region:Corse;printemps;1;5;15;30;Faible
Rhihip;region:Corse;printemps;2;9;22;40;Faible
Rusnit;region:Corse;printemps;1;1;28;12;Faible
Tadten;region:Corse;printemps;4;43;603;65;Moderee
Testes;region:Corse;printemps;2;11;40;13;Faible
Tetvir;region:Corse;printemps;7;123;622;101;Bonne
Yerray;region:Corse;printemps;1;8;10;10;Faible
Yposp;region:Corse;printemps;1;3;42;21;Faible
amph;habitat:Foret;printemps;2;12;68;289;Bonne
Antsp;habitat:Foret;printemps;1;6;85;21;Faible
Barbar;habitat:Foret;printemps;1;12;83;340;Bonne
Barfis;habitat:Foret;printemps;1;11;3203;226;Bonne
Confus;habitat:Foret;printemps;1;2;19;74;Moderee
Cyrscu;habitat:Foret;printemps;1;59;3748;206;Bonne
Decalb;habitat:Foret;printemps;1;1;6;125;Bonne
Epheph;habitat:Foret;printemps;1;6;123;311;Bonne
Eptnil;habitat:Foret;printemps;1;1;3;16;Faible
Eptser;habitat:Foret;printemps;2;18;176;649;Tres bonne
Eupsp;habitat:Foret;printemps;1;3;34;312;Bonne
gril;habitat:Foret;printemps;1;3;21;207;Bonne
Hypsav;habitat:Foret;printemps;2;11;107;289;Bonne
Inssp5;habitat:Foret;printemps;1;2;3;107;Bonne
Inssp7;habitat:Foret;printemps;1;29;201;133;Bonne
Isopyr;habitat:Foret;printemps;4;30;380;177;Bonne
Lamsp.;habitat:Foret;printemps;1;3;10;130;Bonne
Leppun;habitat:Foret;printemps;2;22;226;836;Tres bonne
mamm;habitat:Foret;printemps;1;2;3;31;Faible
Metbra;habitat:Foret;printemps;1;2;6;43;Moderee
Micagr;habitat:Foret;printemps;1;2;20;100;Moderee
Mimasp;habitat:Foret;printemps;1;4;33;207;Bonne
Minsch;habitat:Foret;printemps;1;8;63;279;Bonne
Mussp;habitat:Foret;printemps;1;2;15;40;Faible
Myoalc;habitat:Foret;printemps;1;10;63;124;Bonne
Myobec;habitat:Foret;printemps;1;1;3;37;Faible
Myocap;habitat:Foret;printemps;1;13;309;85;Moderee
Myodau;habitat:Foret;printemps;1;14;1224;492;Bonne
Myoema;habitat:Foret;printemps;1;6;61;533;Tres bonne
MyoGT;habitat:Foret;printemps;1;4;36;115;Bonne
Myomys;habitat:Foret;printemps;2;19;342;589;Tres bonne
Myonat;habitat:Foret;printemps;2;9;202;452;Bonne
noise;habitat:Foret;printemps;90;1791;6661;1362;Tres bonne
Nyclas;habitat:Foret;printemps;11;27;40;9;Faible
Nyclei;habitat:Foret;printemps;3;20;130;769;Tres bonne
Nycnoc;habitat:Foret;printemps;1;7;90;461;Bonne
Phafal;habitat:Foret;printemps;1;2;52;35;Faible
Phanan;habitat:Foret;printemps;3;26;284;730;Tres bonne
Phofem;habitat:Foret;printemps;1;2;6;129;Bonne
Phogri;habitat:Foret;printemps;2;12;113;845;Tres bonne
piaf;habitat:Foret;printemps;53;581;1571;951;Tres bonne
Pipkuh;habitat:Foret;printemps;5;87;2003;935;Tres bonne
Pipnat;habitat:Foret;printemps;2;12;162;475;Bonne
Pippip;habitat:Foret;printemps;10;302;2956;1100;Tres bonne
Pippyg;habitat:Foret;printemps;2;64;1028;557;Tres bonne
Plaaff;habitat:Foret;printemps;1;24;94;6;Faible
Plaalb;habitat:Foret;printemps;1;10;235;245;Bonne
Plaint;habitat:Foret;printemps;1;10;183;405;Bonne
Plasab;habitat:Foret;printemps;1;2;15;30;Faible
Pleaur;habitat:Foret;printemps;1;4;136;266;Bonne
Pleaus;habitat:Foret;printemps;1;7;50;421;Bonne
Plemac;habitat:Foret;printemps;1;5;45;50;Moderee
Ratnor;habitat:Foret;printemps;1;4;26;103;Bonne
Rhasp;habitat:Foret;printemps;1;5;23;36;Faible
Rhieur;habitat:Foret;printemps;1;2;10;23;Faible
Rhifer;habitat:Foret;printemps;1;5;70;165;Bonne
Rhihip;habitat:Foret;printemps;1;7;178;256;Bonne
Roeroe;habitat:Foret;printemps;1;3;100;60;Moderee
Rusnit;habitat:Foret;printemps;1;2;67;169;Bonne
Sepsep;habitat:Foret;printemps;1;2;3;27;Faible
Tadten;habitat:Foret;printemps;4;34;533;390;Bonne
Testes;habitat:Foret;printemps;1;5;146;323;Bonne
Tetarg;habitat:Foret;printemps;1;1;16;52;Moderee
Tetvir;habitat:Foret;printemps;5;34;454;1081;Tres bonne
Tyllil;habitat:Foret;printemps;1;2;11;211;Bonne
Urosp;habitat:Foret;printemps;1;3;500;91;Moderee
Vesmur;habitat:Foret;printemps;1;2;4;18;Faible
Yerray;habitat:Foret;printemps;1;8;84;422;Bonne
Yposp;habitat:Foret;printemps;1;4;42;517;Tres bonne
amph;habitat:Foret-Urbain;printemps;1;10;318;26;Faible
Antsp;habitat:Foret-Urbain;printemps;1;4;6;2;Faible
Barbar;habitat:Foret-Urbain;printemps;6;65;213;99;Moderee
Barfis;habitat:Foret-Urbain;printemps;1;3;18;40;Faible
Cyrscu;habitat:Foret-Urbain;printemps;1;1;11;16;Faible
Decalb;habitat:Foret-Urbain;printemps;1;4;10;16;Faible
Epheph;habitat:Foret-Urbain;printemps;1;8;71;56;Moderee
Eptser;habitat:Foret-Urbain;printemps;4;43;327;149;Bonne
Eupsp;habitat:Foret-Urbain;printemps;1;3;12;59;Moderee
gril;habitat:Foret-Urbain;printemps;1;4;46;77;Moderee
Hypsav;habitat:Foret-Urbain;printemps;2;9;182;51;Moderee
Inssp5;habitat:Foret-Urbain;printemps;1;2;36;34;Faible
Inssp7;habitat:Foret-Urbain;printemps;1;5;16;32;Faible
Isopyr;habitat:Foret-Urbain;printemps;3;11;46;19;Faible
Lamsp.;habitat:Foret-Urbain;printemps;2;4;6;40;Faible
Leppun;habitat:Foret-Urbain;printemps;2;18;328;152;Bonne
Micagr;habitat:Foret-Urbain;printemps;1;5;12;16;Faible
Mimasp;habitat:Foret-Urbain;printemps;1;2;6;43;Moderee
Minsch;habitat:Foret-Urbain;printemps;1;3;37;44;Moderee
Mussp;habitat:Foret-Urbain;printemps;1;2;5;9;Faible
Myoalc;habitat:Foret-Urbain;printemps;1;4;7;17;Faible
Myobec;habitat:Foret-Urbain;printemps;1;1;3;30;Faible
Myocap;habitat:Foret-Urbain;printemps;2;6;57;14;Faible
Myodau;habitat:Foret-Urbain;printemps;3;20;287;138;Bonne
Myoema;habitat:Foret-Urbain;printemps;1;4;16;88;Moderee
MyoGT;habitat:Foret-Urbain;printemps;1;7;41;54;Moderee
Myomys;habitat:Foret-Urbain;printemps;2;11;393;137;Bonne
Myonat;habitat:Foret-Urbain;printemps;2;22;63;103;Bonne
noise;habitat:Foret-Urbain;printemps;336;2255;6153;197;Bonne
Nyclei;habitat:Foret-Urbain;printemps;3;25;162;152;Bonne
Nycnoc;habitat:Foret-Urbain;printemps;5;35;277;101;Bonne
Phanan;habitat:Foret-Urbain;printemps;2;15;70;134;Bonne
Phofem;habitat:Foret-Urbain;printemps;1;2;4;29;Faible
Phogri;habitat:Foret-Urbain;printemps;2;11;49;142;Bonne
piaf;habitat:Foret-Urbain;printemps;49;421;1178;165;Bonne
Pipkuh;habitat:Foret-Urbain;printemps;11;126;2348;185;Bonne
Pipnat;habitat:Foret-Urbain;printemps;2;13;119;139;Bonne
Pippip;habitat:Foret-Urbain;printemps;69;540;2201;188;Bonne
Pippyg;habitat:Foret-Urbain;printemps;1;23;1267;62;Moderee
Plaaff;habitat:Foret-Urbain;printemps;3;6;7;7;Faible
Plaalb;habitat:Foret-Urbain;printemps;1;2;4;26;Faible
Plaint;habitat:Foret-Urbain;printemps;1;5;30;44;Moderee
Pleaur;habitat:Foret-Urbain;printemps;2;18;105;84;Moderee
Pleaus;habitat:Foret-Urbain;printemps;2;11;138;109;Bonne
Plemac;habitat:Foret-Urbain;printemps;1;2;4;3;Faible
Ratnor;habitat:Foret-Urbain;printemps;1;3;22;17;Faible
Rhasp;habitat:Foret-Urbain;printemps;2;5;6;3;Faible
Rhifer;habitat:Foret-Urbain;printemps;1;3;40;27;Faible
Rhihip;habitat:Foret-Urbain;printemps;1;5;43;51;Moderee
Roeroe;habitat:Foret-Urbain;printemps;1;2;6;15;Faible
Rusnit;habitat:Foret-Urbain;printemps;1;4;597;38;Faible
Tadten;habitat:Foret-Urbain;printemps;3;46;341;52;Moderee
Testes;habitat:Foret-Urbain;printemps;1;3;107;74;Moderee
Tetarg;habitat:Foret-Urbain;printemps;1;8;15;23;Faible
Tetvir;habitat:Foret-Urbain;printemps;8;84;643;186;Bonne
Tyllil;habitat:Foret-Urbain;printemps;1;2;15;50;Moderee
Urosp;habitat:Foret-Urbain;printemps;1;2;8;20;Faible
Yerray;habitat:Foret-Urbain;printemps;1;5;36;81;Moderee
Yposp;habitat:Foret-Urbain;printemps;2;6;13;116;Bonne
Eptser;region:Grand-Est;printemps;2;6;98;42;Moderee
Hypsav;region:Grand-Est;printemps;2;4;7;5;Faible
Isopyr;region:Grand-Est;printemps;9;15;32;5;Faible
Leppun;region:Grand-Est;printemps;2;26;580;25;Faible
Mimasp;region:Grand-Est;printemps;1;8;59;11;Faible
Myodau;region:Grand-Est;printemps;1;17;24;19;Faible
Myoema;region:Grand-Est;printemps;1;5;7;10;Faible
Myomys;region:Grand-Est;printemps;2;23;53;16;Faible
Myonat;region:Grand-Est;printemps;2;7;32;14;Faible
noise;region:Grand-Est;printemps;21;578;4838;65;Moderee
Nyclei;region:Grand-Est;printemps;2;12;28;53;Moderee
Nycnoc;region:Grand-Est;printemps;1;4;208;33;Faible
Phanan;region:Grand-Est;printemps;2;30;257;21;Faible
Phogri;region:Grand-Est;printemps;1;14;94;19;Faible
piaf;region:Grand-Est;printemps;22;417;2583;27;Faible
Pipkuh;region:Grand-Est;printemps;2;71;348;33;Faible
Pipnat;region:Grand-Est;printemps;1;8;132;27;Faible
Pippip;region:Grand-Est;printemps;6;236;3282;37;Faible
Pippyg;region:Grand-Est;printemps;2;43;119;13;Faible
Plaint;region:Grand-Est;printemps;1;10;30;11;Faible
Pleaus;region:Grand-Est;printemps;1;2;4;13;Faible
Tadten;region:Grand-Est;printemps;4;67;97;7;Faible
Testes;region:Grand-Est;printemps;1;12;103;18;Faible
Tetvir;region:Grand-Est;printemps;3;25;221;41;Moderee
Yerray;region:Grand-Est;printemps;1;13;70;16;Faible
Yposp;region:Grand-Est;printemps;1;6;15;20;Faible
amph;region:Hauts-de-France;printemps;1;7;47;28;Faible
Antsp;region:Hauts-de-France;printemps;2;10;17;31;Faible
Decalb;region:Hauts-de-France;printemps;1;1;2;19;Faible
Epheph;region:Hauts-de-France;printemps;1;2;6;32;Faible
Eptser;region:Hauts-de-France;printemps;2;6;198;99;Moderee
Eupsp;region:Hauts-de-France;printemps;1;2;5;50;Moderee
gril;region:Hauts-de-France;printemps;1;1;6;27;Faible
Hypsav;region:Hauts-de-France;printemps;1;4;12;13;Faible
Inssp5;region:Hauts-de-France;printemps;1;1;2;11;Faible
Isopyr;region:Hauts-de-France;printemps;3;6;20;22;Faible
Leppun;region:Hauts-de-France;printemps;2;19;137;150;Bonne
Mimasp;region:Hauts-de-France;printemps;1;3;35;37;Faible
Mussp;region:Hauts-de-France;printemps;1;3;6;8;Faible
Myoalc;region:Hauts-de-France;printemps;1;4;6;20;Faible
Myobec;region:Hauts-de-France;printemps;1;2;5;11;Faible
Myocap;region:Hauts-de-France;printemps;1;4;59;12;Faible
Myodau;region:Hauts-de-France;printemps;2;7;231;127;Bonne
Myoema;region:Hauts-de-France;printemps;1;5;95;66;Moderee
MyoGT;region:Hauts-de-France;printemps;1;4;11;16;Faible
Myomys;region:Hauts-de-France;printemps;2;28;269;136;Bonne
Myonat;region:Hauts-de-France;printemps;2;12;54;91;Moderee
noise;region:Hauts-de-France;printemps;197;1991;6722;203;Bonne
Nyclei;region:Hauts-de-France;printemps;2;5;45;142;Bonne
Nycnoc;region:Hauts-de-France;printemps;1;9;303;62;Moderee
Phanan;region:Hauts-de-France;printemps;3;20;303;116;Bonne
Phofem;region:Hauts-de-France;printemps;1;2;4;37;Faible
Phogri;region:Hauts-de-France;printemps;2;10;56;135;Bonne
piaf;region:Hauts-de-France;printemps;64;277;1015;180;Bonne
Pipkuh;region:Hauts-de-France;printemps;2;10;117;156;Bonne
Pipnat;region:Hauts-de-France;printemps;2;8;99;140;Bonne
Pippip;region:Hauts-de-France;printemps;35;244;2131;178;Bonne
Pippyg;region:Hauts-de-France;printemps;1;4;202;27;Faible
Plaalb;region:Hauts-de-France;printemps;1;2;4;15;Faible
Plaint;region:Hauts-de-France;printemps;1;5;21;42;Moderee
Pleaur;region:Hauts-de-France;printemps;1;2;10;57;Moderee
Pleaus;region:Hauts-de-France;printemps;1;4;8;75;Moderee
Ratnor;region:Hauts-de-France;printemps;1;5;12;25;Faible
Rhihip;region:Hauts-de-France;printemps;2;21;65;59;Moderee
Rusnit;region:Hauts-de-France;printemps;1;2;2;11;Faible
Tadten;region:Hauts-de-France;printemps;2;10;79;24;Faible
Testes;region:Hauts-de-France;printemps;1;3;15;48;Moderee
Tetvir;region:Hauts-de-France;printemps;4;18;69;184;Bonne
Tyllil;region:Hauts-de-France;printemps;1;2;10;36;Faible
Yerray;region:Hauts-de-France;printemps;1;4;14;63;Moderee
Yposp;region:Hauts-de-France;printemps;1;3;10;93;Moderee
amph;region:Ile-de-France;printemps;1;7;19;69;Moderee
Antsp;region:Ile-de-France;printemps;1;4;41;11;Faible
Barbar;region:Ile-de-France;printemps;1;2;7;16;Faible
Barfis;region:Ile-de-France;printemps;1;2;6;48;Moderee
Confus;region:Ile-de-France;printemps;1;2;5;28;Faible
Cyrscu;region:Ile-de-France;printemps;1;1;269;33;Faible
Decalb;region:Ile-de-France;printemps;1;1;3;25;Faible
Epheph;region:Ile-de-France;printemps;1;2;92;106;Bonne
Eptser;region:Ile-de-France;printemps;1;15;94;127;Bonne
Eupsp;region:Ile-de-France;printemps;1;3;10;101;Bonne
gril;region:Ile-de-France;printemps;1;1;5;33;Faible
Hypsav;region:Ile-de-France;printemps;1;5;49;56;Moderee
Inssp5;region:Ile-de-France;printemps;1;2;48;31;Faible
Inssp7;region:Ile-de-France;printemps;1;37;200;49;Moderee
Isopyr;region:Ile-de-France;printemps;3;8;21;37;Faible
Lamsp.;region:Ile-de-France;printemps;1;3;12;45;Moderee
Leppun;region:Ile-de-France;printemps;2;19;121;317;Bonne
mamm;region:Ile-de-France;printemps;1;3;10;28;Faible
Metbra;region:Ile-de-France;printemps;1;4;9;19;Faible
Micagr;region:Ile-de-France;printemps;1;2;4;36;Faible
Mimasp;region:Ile-de-France;printemps;1;4;30;83;Moderee
Minsch;region:Ile-de-France;printemps;1;2;35;39;Faible
Mussp;region:Ile-de-France;printemps;1;4;17;17;Faible
Myoalc;region:Ile-de-France;printemps;1;1;2;17;Faible
Myocap;region:Ile-de-France;printemps;1;9;37;23;Faible
Myodau;region:Ile-de-France;printemps;1;14;66;89;Moderee
Myoema;region:Ile-de-France;printemps;1;3;21;131;Bonne
MyoGT;region:Ile-de-France;printemps;1;5;25;19;Faible
Myomys;region:Ile-de-France;printemps;1;6;103;154;Bonne
Myonat;region:Ile-de-France;printemps;1;6;85;77;Moderee
noise;region:Ile-de-France;printemps;37;870;6660;516;Tres bonne
Nyclei;region:Ile-de-France;printemps;2;8;90;181;Bonne
Nycnoc;region:Ile-de-France;printemps;1;6;695;165;Bonne
Phanan;region:Ile-de-France;printemps;3;16;82;300;Bonne
Phofem;region:Ile-de-France;printemps;1;1;4;24;Faible
Phogri;region:Ile-de-France;printemps;2;9;76;293;Bonne
piaf;region:Ile-de-France;printemps;27;388;1125;289;Bonne
Pipkuh;region:Ile-de-France;printemps;3;29;358;300;Bonne
Pipnat;region:Ile-de-France;printemps;2;7;40;173;Bonne
Pippip;region:Ile-de-France;printemps;22;583;2457;356;Bonne
Pippyg;region:Ile-de-France;printemps;1;4;272;132;Bonne
Plaaff;region:Ile-de-France;printemps;1;7;28;2;Faible
Plaalb;region:Ile-de-France;printemps;1;2;8;54;Moderee
Plaint;region:Ile-de-France;printemps;1;5;27;120;Bonne
Pleaur;region:Ile-de-France;printemps;1;40;171;66;Moderee
Pleaus;region:Ile-de-France;printemps;1;9;115;70;Moderee
Plemac;region:Ile-de-France;printemps;2;22;46;20;Faible
Ratnor;region:Ile-de-France;printemps;1;3;14;43;Moderee
Rhasp;region:Ile-de-France;printemps;1;5;13;15;Faible
Rhifer;region:Ile-de-France;printemps;1;4;33;7;Faible
Rhihip;region:Ile-de-France;printemps;1;5;202;17;Faible
Roeroe;region:Ile-de-France;printemps;1;4;7;23;Faible
Rusnit;region:Ile-de-France;printemps;1;2;8;73;Moderee
Tadten;region:Ile-de-France;printemps;1;18;264;37;Faible
Testes;region:Ile-de-France;printemps;1;5;48;97;Moderee
Tetarg;region:Ile-de-France;printemps;1;1;6;13;Faible
Tetvir;region:Ile-de-France;printemps;4;24;189;365;Bonne
Tyllil;region:Ile-de-France;printemps;1;1;3;60;Moderee
Urosp;region:Ile-de-France;printemps;1;1;6;38;Faible
Yerray;region:Ile-de-France;printemps;1;7;91;137;Bonne
Yposp;region:Ile-de-France;printemps;1;4;35;139;Bonne
amph;region:Nouvelle Aquitaine;printemps;4;41;247;123;Bonne
Antsp;region:Nouvelle Aquitaine;printemps;1;9;39;3;Faible
Barbar;region:Nouvelle Aquitaine;printemps;6;48;375;251;Bonne
Barfis;region:Nouvelle Aquitaine;printemps;1;4;79;100;Moderee
Confus;region:Nouvelle Aquitaine;printemps;1;2;3;19;Faible
Cyrscu;region:Nouvelle Aquitaine;printemps;1;32;3232;79;Moderee
Decalb;region:Nouvelle Aquitaine;printemps;1;1;8;24;Faible
Epheph;region:Nouvelle Aquitaine;printemps;1;4;22;135;Bonne
Eptnil;region:Nouvelle Aquitaine;printemps;1;1;1;16;Faible
Eptser;region:Nouvelle Aquitaine;printemps;2;16;213;294;Bonne
Eupsp;region:Nouvelle Aquitaine;printemps;1;2;9;88;Moderee
gril;region:Nouvelle Aquitaine;printemps;1;3;35;148;Bonne
Hypsav;region:Nouvelle Aquitaine;printemps;1;5;105;48;Moderee
Inssp5;region:Nouvelle Aquitaine;printemps;1;1;5;66;Moderee
Inssp7;region:Nouvelle Aquitaine;printemps;1;8;38;34;Faible
Isopyr;region:Nouvelle Aquitaine;printemps;4;23;483;26;Faible
Lamsp.;region:Nouvelle Aquitaine;printemps;1;3;5;59;Moderee
Leppun;region:Nouvelle Aquitaine;printemps;3;20;180;323;Bonne
mamm;region:Nouvelle Aquitaine;printemps;1;66;178;46;Moderee
Micagr;region:Nouvelle Aquitaine;printemps;1;2;10;31;Faible
Mimasp;region:Nouvelle Aquitaine;printemps;1;5;68;143;Bonne
Minsch;region:Nouvelle Aquitaine;printemps;1;3;5;34;Faible
Mussp;region:Nouvelle Aquitaine;printemps;1;4;27;38;Faible
Myoalc;region:Nouvelle Aquitaine;printemps;1;3;21;26;Faible
Myobec;region:Nouvelle Aquitaine;printemps;1;1;3;37;Faible
Myocap;region:Nouvelle Aquitaine;printemps;1;4;90;8;Faible
Myodau;region:Nouvelle Aquitaine;printemps;2;7;36;231;Bonne
Myoema;region:Nouvelle Aquitaine;printemps;1;3;18;167;Bonne
MyoGT;region:Nouvelle Aquitaine;printemps;1;5;32;57;Moderee
Myomys;region:Nouvelle Aquitaine;printemps;1;5;37;219;Bonne
Myonat;region:Nouvelle Aquitaine;printemps;2;14;55;157;Bonne
noise;region:Nouvelle Aquitaine;printemps;343;2353;6318;456;Bonne
Nyclas;region:Nouvelle Aquitaine;printemps;3;3;3;1;Faible
Nyclei;region:Nouvelle Aquitaine;printemps;2;12;121;333;Bonne
Nycnoc;region:Nouvelle Aquitaine;printemps;2;18;333;148;Bonne
Phanan;region:Nouvelle Aquitaine;printemps;1;7;167;212;Bonne
Phofem;region:Nouvelle Aquitaine;printemps;1;2;15;67;Moderee
Phogri;region:Nouvelle Aquitaine;printemps;3;28;1135;340;Bonne
piaf;region:Nouvelle Aquitaine;printemps;32;179;1133;320;Bonne
Pipkuh;region:Nouvelle Aquitaine;printemps;5;44;498;375;Bonne
Pipnat;region:Nouvelle Aquitaine;printemps;1;8;126;234;Bonne
Pippip;region:Nouvelle Aquitaine;printemps;8;82;1700;408;Bonne
Pippyg;region:Nouvelle Aquitaine;printemps;1;3;13;94;Moderee
Plaaff;region:Nouvelle Aquitaine;printemps;1;3;5;17;Faible
Plaalb;region:Nouvelle Aquitaine;printemps;1;5;29;140;Bonne
Plaint;region:Nouvelle Aquitaine;printemps;1;10;225;112;Bonne
Plasab;region:Nouvelle Aquitaine;printemps;1;2;9;44;Moderee
Pleaur;region:Nouvelle Aquitaine;printemps;1;13;96;115;Bonne
Pleaus;region:Nouvelle Aquitaine;printemps;2;14;125;188;Bonne
Plemac;region:Nouvelle Aquitaine;printemps;1;1;2;9;Faible
